t_sec,dist_m,Lap_No,Speed_kmh,Motor_RPM,Battery_V,Current_A
0.0,0.0,1,29.61194045312161,3578.1126816284464,47.97326880392027,9.81597764723653
0.6020066889632107,10.033444816053512,1,31.661148878522035,3802.072162841718,48.15709822683951,9.787041557596538
1.2040133779264215,20.066889632107024,1,31.83894536333449,3838.5453139247707,48.1507672820496,9.812749862626125
1.8060200668896322,30.100334448160538,1,31.81733969806597,3816.506096911495,47.939634152745754,10.897267111987356
2.408026755852843,40.13377926421405,1,33.58299138178768,4032.9317975231957,47.906685350411145,11.678305002394781
3.0100334448160537,50.16722408026756,1,34.06484212732527,4089.266362715579,47.72277761685604,12.714826667719802
3.6120401337792645,60.200668896321076,1,34.84855782154763,4183.271858728895,47.9427850330151,13.50623680584468
4.214046822742475,70.23411371237458,1,35.33215543670019,4234.149180275343,47.92951463167337,14.533016929089632
4.816053511705686,80.2675585284281,1,37.50133075928588,4488.177716410226,47.73994440102889,15.37074593118408
5.418060200668897,90.30100334448161,1,37.55844244200493,4500.68727969594,47.67376046272431,16.04027997894694
6.0200668896321075,100.33444816053512,1,38.65711882944237,4633.457821129476,47.638106119355946,16.989874909694752
6.622073578595318,110.36789297658864,1,39.17164297494993,4697.840080361859,47.761089722561096,17.792166248706845
7.224080267558529,120.40133779264215,1,39.084776499498474,4697.682777227905,47.817549584491964,17.746100229757026
7.82608695652174,130.43478260869566,1,41.130255699433576,4933.499859717298,47.64674185366525,17.991885801796666
8.42809364548495,140.46822742474916,1,41.88102777942419,5021.756955443608,47.622773593117806,18.20945050235731
9.03010033444816,150.5016722408027,1,41.394825182647345,4956.82372393255,47.612812834147,17.413746517895664
9.632107023411372,160.5351170568562,1,42.01958001173677,5037.156122618771,47.30078073862474,17.022373496555808
10.234113712374583,170.5685618729097,1,42.52820185927447,5118.178263073561,47.525577772797945,16.26556321254174
10.836120401337794,180.60200668896323,1,43.535315007806474,5216.2800691206385,47.51844354987714,15.39596981169784
11.438127090301004,190.63545150501673,1,44.23279930823763,5311.13148994986,47.51645526747571,14.522383345416253
12.040133779264215,200.66889632107024,1,42.93735874663843,5161.548609123917,47.38625699189659,13.738676555082979
12.642140468227426,210.70234113712377,1,44.57311179219751,5318.926853176937,47.3283721013956,12.579034548547417
13.244147157190636,220.73578595317727,1,44.98212678340385,5396.014244580166,47.30680101634538,11.260957502717014
13.846153846153847,230.76923076923077,1,44.93524241710954,5386.5486765357045,47.46996427786189,11.61540167530279
14.448160535117058,240.8026755852843,1,44.69593884105908,5376.31411350731,47.250788051121994,10.427005667844275
15.050167224080269,250.8361204013378,1,44.76016441290961,5365.243621846464,47.308024123919765,10.33568490317703
15.65217391304348,260.8695652173913,1,44.92940926245668,5394.878322421247,47.242554207984746,10.104913839903888
16.25418060200669,270.90301003344484,1,45.05172171925611,5415.745159716744,47.19140589476909,10.30462295099942
16.8561872909699,280.9364548494983,1,45.1823288704917,5411.504864353181,47.2309334461943,10.19234901987822
17.45819397993311,290.96989966555185,1,44.92786671144573,5381.0309772332575,47.12055404464176,10.338720391142557
18.06020066889632,301.0033444816054,1,45.118492475058666,5418.8033768528285,46.97343048285214,11.401962946472992
18.662207357859533,311.03678929765886,1,45.499022407578586,5475.38068455397,47.267114076250394,12.976223814417024
19.264214046822744,321.0702341137124,1,43.72550639682484,5252.404262617777,47.09785408556686,13.016968778204639
19.866220735785955,331.1036789297659,1,44.13768961300008,5304.535585614379,46.983446099352385,14.431314771144402
20.468227424749166,341.1371237458194,1,42.38057185723485,5074.155376246422,46.92406974028464,15.38982353013007
21.070234113712377,351.1705685618729,1,42.34248200570321,5077.365994536045,46.90064588974954,16.383896024442468
21.67224080267559,361.20401337792646,1,41.743795927991684,5009.678884306216,46.85303755220666,16.833033282201196
22.274247491638796,371.23745819397993,1,41.23067510740166,4950.629877753587,46.95611800473954,17.829820107617543
22.876254180602007,381.27090301003346,1,41.176859464685556,4963.493523754929,46.835776159620124,17.958878880707005
23.47826086956522,391.304347826087,1,41.88187477013588,5044.137741952051,46.76711294434365,18.004814491248812
24.08026755852843,401.33779264214047,1,39.74229398754466,4780.5869782667205,46.69726174242267,18.138946191607864
24.68227424749164,411.371237458194,1,39.32994140434493,4715.757100681359,46.896667342473776,17.684897420789266
25.284280936454852,421.40468227424753,1,38.554650578525276,4631.876872452282,46.80156922927235,16.83698369633375
25.886287625418063,431.438127090301,1,37.953060478500326,4560.961357311477,46.6536511977114,16.180568447668296
26.48829431438127,441.47157190635454,1,37.78173332104551,4545.261542764477,46.67186132488986,15.891184760047535
27.090301003344482,451.5050167224081,1,36.55440415780642,4378.7420919253545,46.61835144360141,14.356769539969335
27.692307692307693,461.53846153846155,1,35.40673300026751,4255.929098834674,46.70337430430568,13.792645696751372
28.294314381270905,471.5719063545151,1,35.48443594559884,4251.194218098641,46.67257240126361,12.817908044174164
28.896321070234116,481.6053511705686,1,34.64835101036887,4154.818291168798,46.47175854743395,11.503645792240839
29.498327759197327,491.6387959866221,1,32.808563143479375,3952.4513951044632,46.46399653168092,11.113989977908158
30.100334448160538,501.6722408026756,1,32.009196741226845,3835.890089794137,46.643344062645866,10.523321804684551
30.70234113712375,511.7056856187291,1,31.534306023898896,3780.830857674878,46.46211093660472,10.007258739930924
31.30434782608696,521.7391304347826,1,29.80341585479677,3581.85788034127,46.30709803086735,10.08673620789535
31.906354515050168,531.7725752508361,1,28.9366996994399,3458.037882231696,46.33687066052516,10.539702660588494
32.50836120401338,541.8060200668897,1,28.011910710908296,3346.271307432823,46.2872009088045,10.48208151414298
33.11036789297659,551.8394648829432,1,28.15390233435375,3369.7659126805356,46.21680070032354,10.7084926790127
33.7123745819398,561.8729096989966,1,25.794658910613222,3104.3738259815195,46.12222884476687,11.38093434397691
34.31438127090301,571.9063545150502,1,25.68705136993364,3090.615136993273,46.33674873358645,12.057688022651853
34.91638795986622,581.9397993311037,1,24.521091874777095,2950.6279935655302,46.25155555500369,12.954066358053375
35.518394648829435,591.9732441471572,1,24.243575023048017,2905.352622707411,46.16628225765545,14.897965656801142
36.12040133779264,602.0066889632108,1,23.059397431841585,2761.7342487196197,46.0556822981927,15.109897592490892
36.72240802675586,612.0401337792642,1,22.26584027301146,2701.4118200230596,46.18773065576706,16.051133797046003
37.324414715719065,622.0735785953177,1,21.921355375399155,2642.4360899730486,46.1233935361444,17.00813607608775
37.92642140468228,632.1070234113713,1,20.990520927109376,2521.6977902690555,46.186706069326725,17.803802002201166
38.52842809364549,642.1404682274248,1,19.979484399874423,2411.656696853716,45.9657066677353,17.492258909164224
39.130434782608695,652.1739130434783,1,20.259177207089287,2424.213748665933,46.083571069319305,18.341195689906737
39.73244147157191,662.2073578595318,1,18.142307753800548,2167.445541880321,46.0619421393527,17.94897807691442
40.33444816053512,672.2408026755853,1,17.706080054143342,2120.399586811875,45.915543510446426,17.579101931749264
40.93645484949833,682.2742474916388,1,18.1349266366846,2168.819077013839,45.96883895916083,17.33579517698898
41.53846153846154,692.3076923076924,1,17.66546204937817,2117.508562696112,45.76953405608094,16.628862810935384
42.140468227424755,702.3411371237459,1,17.204851925367468,2050.0699327947923,45.87465587911033,16.136892503854966
42.74247491638796,712.3745819397993,1,16.392770675130244,1957.1765653439595,45.754815619958286,14.512270819594745
43.34448160535118,722.4080267558529,1,16.152277741543994,1934.3797046569791,45.93528793968879,13.472722674933369
43.946488294314385,732.4414715719064,1,15.864901151781392,1909.4366388466465,45.79646523650798,12.763067788978145
44.54849498327759,742.4749163879599,1,15.78850527359128,1893.8452705542902,45.81719212665207,12.076001061760776
45.15050167224081,752.5083612040135,1,15.348948441483428,1854.8519271164773,45.792499936619315,11.359224014103853
45.752508361204015,762.5418060200669,1,15.479786804495534,1868.3912364947055,45.78566204705891,9.871794330948173
46.35451505016723,772.5752508361204,1,15.822523095384117,1910.001325762691,45.57205769672793,10.07682977020331
46.95652173913044,782.608695652174,1,14.944844837173598,1796.238545408602,45.78645334227391,9.965126053032384
47.55852842809365,792.6421404682275,1,15.376582766304502,1854.2181751794647,45.65607516338443,10.091358480949703
